head_word,in_coha_early,in_coha_all
revilement,TRUE,TRUE
reviler,TRUE,TRUE
reviling,TRUE,TRUE
revince,FALSE,FALSE
revindicate,FALSE,TRUE
revirescence,FALSE,FALSE
revisable,FALSE,TRUE
revisal,TRUE,TRUE
revise,TRUE,TRUE
reviser,TRUE,TRUE
revision,TRUE,TRUE
revisional,FALSE,FALSE
revisionary,TRUE,TRUE
revisit,TRUE,TRUE
revisitation,FALSE,TRUE
revisory,TRUE,TRUE
revitalize,TRUE,TRUE
revivable,FALSE,TRUE
revival,TRUE,TRUE
revivalism,TRUE,TRUE
revivalist,TRUE,TRUE
revivalistic,TRUE,TRUE
revive,TRUE,TRUE
revivement,FALSE,FALSE
reviver,TRUE,TRUE
revivificate,FALSE,FALSE
revivification,TRUE,TRUE
revivify,TRUE,TRUE
reviving,TRUE,TRUE
reviviscence,FALSE,FALSE
reviviscency,FALSE,FALSE
reviviscent,FALSE,FALSE
revivor,FALSE,FALSE
revocability,TRUE,TRUE
revocable,TRUE,TRUE
revocate,FALSE,FALSE
revocation,TRUE,TRUE
revocatory,TRUE,TRUE
revoice,FALSE,FALSE
revoke,TRUE,TRUE
revokement,FALSE,FALSE
revoker,FALSE,FALSE
revokingly,FALSE,FALSE
revolt,TRUE,TRUE
revolter,TRUE,TRUE
revolting,TRUE,TRUE
revoluble,FALSE,FALSE
revolute,TRUE,TRUE
revolution,TRUE,TRUE
revolutionary,TRUE,TRUE
revolutioner,FALSE,FALSE
revolutionism,FALSE,TRUE
revolutionist,TRUE,TRUE
revolutionize,TRUE,TRUE
revolutive,FALSE,FALSE
revolvable,FALSE,FALSE
revolve,TRUE,TRUE
revolvement,FALSE,FALSE
revolvency,FALSE,FALSE
revolver,TRUE,TRUE
revolving,TRUE,TRUE
revulse,FALSE,FALSE
revulsion,TRUE,TRUE
revulsive,TRUE,TRUE
rew,TRUE,TRUE
rewake,TRUE,TRUE
reward,TRUE,TRUE
rewardable,FALSE,FALSE
rewarder,TRUE,TRUE
rewardful,FALSE,TRUE
rewardless,FALSE,TRUE
rewe,FALSE,TRUE
rewel_bone,FALSE,FALSE
rewet,FALSE,TRUE
rewful,FALSE,FALSE
rewin,TRUE,TRUE
rewle,FALSE,FALSE
rewme,FALSE,FALSE
reword,TRUE,TRUE
rewrite,TRUE,TRUE
rewth,TRUE,TRUE
rex,TRUE,TRUE
reyn,TRUE,TRUE
reynard,TRUE,TRUE
reyse,FALSE,FALSE
rez_de_chaussee,TRUE,TRUE
rhabarbarate,FALSE,FALSE
rhabarbarin,FALSE,FALSE
rhabarbarine,FALSE,FALSE
rhabdite,FALSE,FALSE
rhabdocoela,TRUE,TRUE
rhabdocoelous,FALSE,FALSE
rhabdoidal,FALSE,FALSE
rhabdolith,FALSE,FALSE
rhabdology,FALSE,FALSE
rhabdom,FALSE,FALSE
rhabdomancy,TRUE,TRUE
rhabdomere,FALSE,FALSE
rhabdophora,FALSE,FALSE
rhabdopleura,FALSE,TRUE
rhabdosphere,FALSE,FALSE
rhachialgia,FALSE,FALSE
rhachidian,FALSE,FALSE
rhachiglossa,FALSE,FALSE
rhachilla,FALSE,FALSE
rhachiodont,FALSE,FALSE
rhachis,TRUE,TRUE
rhachitis,TRUE,TRUE
rhadamanthine,TRUE,TRUE
rhadamanthus,TRUE,TRUE
rhadamanthys,FALSE,FALSE
rhaetian,FALSE,TRUE
rhaetic,TRUE,TRUE
rhetic,FALSE,FALSE
rhaetizite,FALSE,FALSE
rhetizite,FALSE,FALSE
rhamadan,FALSE,FALSE
rhamnaceous,FALSE,FALSE
rhamnus,TRUE,TRUE
rhamphorhynchus,FALSE,TRUE
rhamphotheca,FALSE,FALSE
rhaphe,FALSE,FALSE
rhaphides,FALSE,FALSE
rhaponticine,FALSE,FALSE
rhapsode,TRUE,TRUE
rhapsoder,FALSE,FALSE
rhapsodic,TRUE,TRUE
rhapsodist,TRUE,TRUE
rhapsodize,TRUE,TRUE
rhapsodomancy,FALSE,FALSE
rhapsody,TRUE,TRUE
rhatany,TRUE,TRUE
rhatanhy,FALSE,FALSE
rhea,TRUE,TRUE
rheae,FALSE,FALSE
rheeboc,FALSE,FALSE
rheic,FALSE,FALSE
rhein,TRUE,TRUE
rheinberry,FALSE,FALSE
rhematic,FALSE,TRUE
rhemish,FALSE,FALSE
rhenish,TRUE,TRUE
rheochord,FALSE,FALSE
rheocrat,FALSE,FALSE
rheometer,FALSE,FALSE
rheometric,FALSE,FALSE
rheometry,FALSE,FALSE
rheomotor,FALSE,FALSE
rheophore,FALSE,FALSE
rheoscope,FALSE,FALSE
rheostat,TRUE,TRUE
rheotome,FALSE,FALSE
rheotrope,FALSE,FALSE
rhesus,TRUE,TRUE
rhetian,TRUE,TRUE
rhetor,TRUE,TRUE
rhetoric,TRUE,TRUE
rhetorical,TRUE,TRUE
rhetoricate,FALSE,FALSE
rhetorication,FALSE,FALSE
rhetorician,TRUE,TRUE
rhetorize,FALSE,FALSE
rheum,TRUE,TRUE
rheumatic,TRUE,TRUE
rheumatism,TRUE,TRUE
rheumatismal,FALSE,FALSE
rheumatismoid,FALSE,FALSE
rheumic,FALSE,FALSE
rheumides,FALSE,FALSE
rheumy,TRUE,TRUE
rhigolene,TRUE,TRUE
rhime,TRUE,TRUE
rhinal,FALSE,FALSE
rhinaster,FALSE,FALSE
rhine,TRUE,TRUE
rhinencephalic,FALSE,TRUE
rhinencephalon,FALSE,TRUE
rhinestone,TRUE,TRUE
rhinitis,FALSE,TRUE
rhino,TRUE,TRUE
rhinocerial,FALSE,FALSE
rhinocerical,FALSE,FALSE
rhinoceros,TRUE,TRUE
rhinocerote,FALSE,FALSE
rhinocerotic,FALSE,FALSE
rhinolite,FALSE,FALSE
rhinolith,FALSE,FALSE
rhinological,FALSE,TRUE
rhinologist,FALSE,TRUE
rhinology,FALSE,TRUE
rhinolophid,FALSE,TRUE
rhinolophine,FALSE,FALSE
rhinophore,FALSE,FALSE
rhinoplastic,TRUE,TRUE
rhinoplasty,FALSE,TRUE
rhinopome,FALSE,FALSE
rhinoscleroma,FALSE,FALSE
rhinoscope,FALSE,FALSE
rhinoscopic,FALSE,FALSE
rhinoscopy,FALSE,FALSE
rhinotheca,FALSE,FALSE
rhipidoglossa,FALSE,FALSE
rhipipter,FALSE,FALSE
rhipipteran,FALSE,FALSE
rhizanthous,FALSE,FALSE
rhizine,FALSE,FALSE
rhizocarpous,FALSE,FALSE
rhizocephala,FALSE,FALSE
rhizodont,FALSE,FALSE
rhizogan,FALSE,FALSE
rhizogen,FALSE,FALSE
rhizoid,FALSE,FALSE
rhizoma,FALSE,FALSE
rhizomatous,FALSE,TRUE
rhizome,FALSE,TRUE
rhizophaga,FALSE,FALSE
rhizophagous,FALSE,FALSE
rhizophora,TRUE,TRUE
rhizophorous,FALSE,FALSE
rhizopod,TRUE,TRUE
rhizopoda,FALSE,FALSE
rhizopodous,FALSE,FALSE
rhizostomata,FALSE,FALSE
rhizostome,FALSE,FALSE
rhizotaxis,FALSE,FALSE
rhob,FALSE,FALSE
rhodammonium,FALSE,FALSE
rhodanate,FALSE,FALSE
rhodanic,FALSE,FALSE
rhodeoretin,FALSE,FALSE
rhodian,TRUE,TRUE
rhodic,FALSE,FALSE
rhodium,TRUE,TRUE
rhodizonic,FALSE,FALSE
rhodochrosite,FALSE,TRUE
rhodocrinite,FALSE,FALSE
rhododendron,TRUE,TRUE
rhodomontade,TRUE,TRUE
rhodomontader,FALSE,FALSE
rhodonite,FALSE,TRUE
rhodophane,FALSE,FALSE
rhodopsin,FALSE,TRUE
rhodosperm,FALSE,FALSE
rhomb,FALSE,FALSE
rhombic,TRUE,TRUE
rhomboganoid,FALSE,FALSE
rhomboganoidei,FALSE,FALSE
rhombogene,FALSE,FALSE
rhombohedral,FALSE,TRUE
rhombohedric,FALSE,FALSE
rhombohedron,FALSE,TRUE
rhomboid,TRUE,TRUE
rhomboidal,TRUE,TRUE
rhomboides,FALSE,FALSE
rhomboid_ovate,FALSE,FALSE
rhomb_spar,FALSE,FALSE
rhombus,TRUE,TRUE
rhonchal,FALSE,FALSE
rhonchial,FALSE,FALSE
rhonchisonant,FALSE,FALSE
rhonchus,TRUE,TRUE
rhopalic,FALSE,FALSE
rhopalium,FALSE,FALSE
rhopalocera,FALSE,FALSE
rhotacism,FALSE,TRUE
rhubarb,TRUE,TRUE
rhubarby,FALSE,FALSE
rhumb,TRUE,TRUE
rhus,TRUE,TRUE
rhusma,FALSE,FALSE
rhyme,TRUE,TRUE
rhymeless,TRUE,TRUE
rhymer,TRUE,TRUE
rhymery,FALSE,FALSE
rhymester,TRUE,TRUE
rhymic,FALSE,FALSE
rhymist,FALSE,FALSE
rhynchobdellea,FALSE,FALSE
rhynchocephala,FALSE,FALSE
rhynchocoela,FALSE,FALSE
rhyncholite,FALSE,FALSE
rhynchonella,FALSE,FALSE
rhynchophora,FALSE,TRUE
rhynchophore,FALSE,FALSE
rhynchota,FALSE,FALSE
rhyolite,TRUE,TRUE
rhyparography,FALSE,FALSE
rhysimeter,FALSE,FALSE
rhythm,TRUE,TRUE
rhythmer,FALSE,FALSE
rhythmic,TRUE,TRUE
rhythmical,TRUE,TRUE
rhythmically,TRUE,TRUE
rhythmics,TRUE,TRUE
rhythming,FALSE,FALSE
rhythmless,TRUE,TRUE
rhythmometer,FALSE,FALSE
rhythmus,TRUE,TRUE
rhytina,FALSE,FALSE
rial,TRUE,TRUE
riant,TRUE,TRUE
rib,TRUE,TRUE
ribald,TRUE,TRUE
ribaldish,FALSE,FALSE
ribaldrous,FALSE,FALSE
ribaldry,TRUE,TRUE
riban,FALSE,FALSE
riband,TRUE,TRUE
ribanded,FALSE,TRUE
ribaud,FALSE,TRUE
ribaudequin,FALSE,FALSE
ribaudred,FALSE,FALSE
ribaudrous,FALSE,FALSE
ribaudry,FALSE,FALSE
ribaudy,FALSE,FALSE
ribauld,FALSE,FALSE
ribband,TRUE,TRUE
ribbed,TRUE,TRUE
ribbing,TRUE,TRUE
ribbon,TRUE,TRUE
ribbonism,FALSE,FALSE
ribbonman,TRUE,TRUE
ribbonwood,FALSE,FALSE
ribes,TRUE,TRUE
ribibe,FALSE,FALSE
ribible,FALSE,FALSE
ribless,FALSE,FALSE
ribroast,TRUE,TRUE
ribwort,FALSE,FALSE
ric,TRUE,TRUE
rice,TRUE,TRUE
ricebird,TRUE,TRUE
rice_shell,FALSE,FALSE
rich,TRUE,TRUE
riches,TRUE,TRUE
richesse,TRUE,TRUE
richly,TRUE,TRUE
richness,TRUE,TRUE
richweed,FALSE,FALSE
ricinelaidic,FALSE,FALSE
ricinelaidin,FALSE,FALSE
ricinic,FALSE,FALSE
ricinine,FALSE,FALSE
ricinoleate,FALSE,FALSE
ricinoleic,FALSE,FALSE
ricinolein,FALSE,FALSE
ricinolic,FALSE,FALSE
ricinus,FALSE,FALSE
rick,TRUE,TRUE
ricker,TRUE,TRUE
ricketish,FALSE,FALSE
rickets,TRUE,TRUE
rickety,TRUE,TRUE
rickrack,TRUE,TRUE
rickstand,FALSE,FALSE
ricochet,TRUE,TRUE
rictal,FALSE,TRUE
ricture,FALSE,FALSE
rictus,FALSE,TRUE
rid,TRUE,TRUE
ridable,FALSE,TRUE
riddance,TRUE,TRUE
ridden,TRUE,TRUE
ridder,TRUE,TRUE
riddle,TRUE,TRUE
riddler,TRUE,TRUE
riddling,TRUE,TRUE
ride,TRUE,TRUE
rideau,TRUE,TRUE
riden,TRUE,TRUE
rident,FALSE,TRUE
rider,TRUE,TRUE
riderless,TRUE,TRUE
ridge,TRUE,TRUE
ridgeband,FALSE,FALSE
ridgebone,FALSE,TRUE
ridgel,FALSE,FALSE
ridgelet,FALSE,FALSE
ridgeling,FALSE,TRUE
ridgepiece,FALSE,FALSE
ridgeplate,FALSE,FALSE
ridgepole,TRUE,TRUE
ridgerope,FALSE,FALSE
ridgingly,FALSE,FALSE
ridgy,TRUE,TRUE
ridicle,FALSE,FALSE
ridicule,TRUE,TRUE
ridiculer,TRUE,TRUE
ridiculize,FALSE,FALSE
ridiculosity,FALSE,FALSE
ridiculous,TRUE,TRUE
riding,TRUE,TRUE
ridotto,TRUE,TRUE
rie,TRUE,TRUE
rief,TRUE,TRUE
rietboc,FALSE,FALSE
rifacimento,TRUE,TRUE
rife,TRUE,TRUE
riffle,TRUE,TRUE
riffler,FALSE,TRUE
riffraff,TRUE,TRUE
rifle,TRUE,TRUE
riflebird,FALSE,TRUE
rifleman,TRUE,TRUE
rifler,TRUE,TRUE
rifling,TRUE,TRUE
rift,TRUE,TRUE
rifter,FALSE,FALSE
rig,TRUE,TRUE
rigadoon,TRUE,TRUE
riga_fir,TRUE,TRUE
rigarion,FALSE,FALSE
rigel,TRUE,TRUE
rigescent,FALSE,FALSE
rigger,TRUE,TRUE
rigging,TRUE,TRUE
riggish,FALSE,TRUE
riggle,FALSE,TRUE
right,TRUE,TRUE
right_about,TRUE,TRUE
right_angled,TRUE,TRUE
righten,FALSE,FALSE
righteous,TRUE,TRUE
righteoused,FALSE,FALSE
righteously,TRUE,TRUE
righteousness,TRUE,TRUE
righter,TRUE,TRUE
rightful,TRUE,TRUE
rightfully,TRUE,TRUE
rightfulness,TRUE,TRUE
right_hand,TRUE,TRUE
right_handed,TRUE,TRUE
right_handedness,FALSE,TRUE
right_hearted,TRUE,TRUE
rightless,TRUE,TRUE
right_lined,TRUE,TRUE
rightly,TRUE,TRUE
right_minded,TRUE,TRUE
rightness,TRUE,TRUE
right_running,TRUE,TRUE
rightward,FALSE,TRUE
right_whale,TRUE,TRUE
rightwise,FALSE,TRUE
rightwisely,FALSE,FALSE
rightwiseness,FALSE,FALSE
rigid,TRUE,TRUE
rigidity,TRUE,TRUE
rigidly,TRUE,TRUE
rigidness,TRUE,TRUE
rigidulous,FALSE,FALSE
riglet,FALSE,FALSE
rigmarole,TRUE,TRUE
rigol,FALSE,TRUE
rigolette,TRUE,TRUE
rigoll,FALSE,FALSE
rigor,TRUE,TRUE
rigorism,TRUE,TRUE
rigorist,FALSE,TRUE
rigorous,TRUE,TRUE
rigsdag,TRUE,TRUE
rigsdaler,FALSE,TRUE
rig_veda,TRUE,TRUE
riksdaler,FALSE,FALSE
rile,TRUE,TRUE
rilievo,TRUE,TRUE
rill,TRUE,TRUE
rille,TRUE,TRUE
rillet,FALSE,FALSE
rily,TRUE,TRUE
rim,TRUE,TRUE
rima,TRUE,TRUE
rimau_dahan,FALSE,FALSE
rimbase,FALSE,FALSE
rime,TRUE,TRUE
rimer,TRUE,TRUE
rimey,FALSE,FALSE
rim_fire,TRUE,TRUE
rimmer,TRUE,TRUE
rimose,FALSE,FALSE
rimosely,FALSE,FALSE
rimosity,FALSE,FALSE
rimous,FALSE,FALSE
rimple,TRUE,TRUE
rimy,TRUE,TRUE
rincon,TRUE,TRUE
rind,TRUE,TRUE
rinderpest,TRUE,TRUE
rindle,FALSE,TRUE
rindless,FALSE,FALSE
rindy,TRUE,TRUE
rine,TRUE,TRUE
rined,TRUE,TRUE
rinforzando,FALSE,FALSE
ring,TRUE,TRUE
ring_armature,FALSE,FALSE
ringbill,FALSE,FALSE
ringbird,FALSE,FALSE
ringbolt,TRUE,TRUE
ringbone,TRUE,TRUE
ringdove,TRUE,TRUE
ringed,TRUE,TRUE
ringent,FALSE,FALSE
ringer,TRUE,TRUE
ringhead,FALSE,FALSE
ringing,TRUE,TRUE
ringingly,TRUE,TRUE
ringleader,TRUE,TRUE
ringlestone,FALSE,FALSE
ringlet,TRUE,TRUE
ringman,FALSE,TRUE
ringmaster,TRUE,TRUE
ringneck,FALSE,TRUE
ring_necked,FALSE,TRUE
ringsail,FALSE,FALSE
ringstraked,TRUE,TRUE
ring_streaked,TRUE,TRUE
ringtail,TRUE,TRUE
ring_tailed,TRUE,TRUE
ringtoss,FALSE,TRUE
ring_winding,FALSE,FALSE
ringworm,TRUE,TRUE
rink,TRUE,TRUE
rinker,TRUE,TRUE
rinking,TRUE,TRUE
rinse,TRUE,TRUE
rinser,TRUE,TRUE
riot,TRUE,TRUE
rioter,TRUE,TRUE
riotise,FALSE,FALSE
riotour,FALSE,FALSE
riotous,TRUE,TRUE
riotry,FALSE,FALSE
rip,TRUE,TRUE
riparian,TRUE,TRUE
riparious,FALSE,FALSE
rip_cord,FALSE,TRUE
ripe,TRUE,TRUE
ripely,TRUE,TRUE
ripen,TRUE,TRUE
ripeness,TRUE,TRUE
ripidolite,FALSE,FALSE
ripienist,FALSE,FALSE
ripieno,FALSE,TRUE
ripler,FALSE,FALSE
ripper,TRUE,TRUE
ripost,TRUE,TRUE
ripper_act,FALSE,FALSE
ripper_bill,TRUE,TRUE
ripping_cord,TRUE,TRUE
ripping_panel,FALSE,FALSE
ripping_strip,FALSE,FALSE
ripple,TRUE,TRUE
ripple_marked,TRUE,TRUE
ripplet,FALSE,FALSE
ripplingly,TRUE,TRUE
ripply,TRUE,TRUE
riprap,TRUE,TRUE
ripsaw,FALSE,TRUE
riptowel,FALSE,FALSE
ris,TRUE,TRUE
rise,TRUE,TRUE
risen,TRUE,TRUE
riser,TRUE,TRUE
rish,TRUE,TRUE
risibility,TRUE,TRUE
risible,TRUE,TRUE
rising,TRUE,TRUE
risk,TRUE,TRUE
risker,FALSE,FALSE
riskful,TRUE,TRUE
risky,TRUE,TRUE
risorial,FALSE,FALSE
risotto,TRUE,TRUE
risque,TRUE,TRUE
risquee,FALSE,FALSE
risse,FALSE,TRUE
rissoid,FALSE,FALSE
rissole,TRUE,TRUE
rist,TRUE,TRUE
rit,TRUE,TRUE
ritardando,FALSE,TRUE
rite,TRUE,TRUE
ritenuto,FALSE,FALSE
ritornelle,FALSE,FALSE
ritornello,TRUE,TRUE
ritratto,FALSE,FALSE
ritual,TRUE,TRUE
ritualism,TRUE,TRUE
ritualist,TRUE,TRUE
ritualistic,TRUE,TRUE
ritually,FALSE,TRUE
rivage,TRUE,TRUE
rival,TRUE,TRUE
rivaless,FALSE,FALSE
rivality,FALSE,FALSE
rivalry,TRUE,TRUE
rivalship,TRUE,TRUE
rive,TRUE,TRUE
rivel,FALSE,TRUE
riven,TRUE,TRUE
river,TRUE,TRUE
rivered,TRUE,TRUE
riveret,FALSE,FALSE
riverhood,FALSE,FALSE
riverling,FALSE,FALSE
riverside,TRUE,TRUE
rivery,FALSE,TRUE
rivet,TRUE,TRUE
riveter,FALSE,TRUE
riveting,TRUE,TRUE
riviere,TRUE,TRUE
rivose,FALSE,FALSE
rivulet,TRUE,TRUE
rixation,FALSE,FALSE
rixatrix,FALSE,FALSE
rixdaler,FALSE,FALSE
rix_dollar,TRUE,TRUE
rizzar,FALSE,TRUE
roach,TRUE,TRUE
roach_backed,FALSE,FALSE
road,TRUE,TRUE
roadbed,TRUE,TRUE
roadless,TRUE,TRUE
roadmaker,TRUE,TRUE
roadside,TRUE,TRUE
roadstead,TRUE,TRUE
roadster,TRUE,TRUE
roadway,TRUE,TRUE
roam,TRUE,TRUE
roamer,TRUE,TRUE
roan,TRUE,TRUE
roar,TRUE,TRUE
roarer,TRUE,TRUE
roaring,TRUE,TRUE
roaring_forties,TRUE,TRUE
roaringly,TRUE,TRUE
roast,TRUE,TRUE
roaster,TRUE,TRUE
roasting,TRUE,TRUE
rob,TRUE,TRUE
robalo,FALSE,TRUE
robalito,FALSE,FALSE
roband,FALSE,TRUE
robber,TRUE,TRUE
robbery,TRUE,TRUE
robbin,TRUE,TRUE
robe,TRUE,TRUE
robe_de_chambre,TRUE,TRUE
roberdsman,FALSE,FALSE
robertsman,FALSE,FALSE
robert,TRUE,TRUE
robin,TRUE,TRUE
robinet,TRUE,TRUE
robing,TRUE,TRUE
robin_goodfellow,TRUE,TRUE
robinia,TRUE,TRUE
roble,TRUE,TRUE
roborant,FALSE,FALSE
roborate,TRUE,TRUE
roboration,TRUE,TRUE
roborean,FALSE,FALSE
roboreous,FALSE,FALSE
robust,TRUE,TRUE
robustious,TRUE,TRUE
robustly,TRUE,TRUE
robustness,TRUE,TRUE
roc,TRUE,TRUE
rocaille,FALSE,TRUE
rocambole,FALSE,TRUE
roccellic,FALSE,FALSE
roccellin,FALSE,FALSE
roche,TRUE,TRUE
roche_alum,FALSE,FALSE
rochelime,FALSE,FALSE
rochelle,TRUE,TRUE
roche_moutonnee,TRUE,TRUE
rochet,TRUE,TRUE
roching_cask,FALSE,FALSE
rock,TRUE,TRUE
rockaway,TRUE,TRUE
rockelay,FALSE,FALSE
rocklay,FALSE,FALSE
rocker,TRUE,TRUE
rockered,FALSE,TRUE
rockery,TRUE,TRUE
rocket,TRUE,TRUE
rocketer,FALSE,FALSE
rockfish,TRUE,TRUE
rockiness,FALSE,TRUE
rocking,TRUE,TRUE
rocking_chair,TRUE,TRUE
rocking_horse,TRUE,TRUE
rocking_stone,TRUE,TRUE
rockless,FALSE,FALSE
rockling,FALSE,FALSE
rockrose,FALSE,TRUE
rock_shaft,TRUE,TRUE
rock_staff,FALSE,TRUE
rocksucker,FALSE,FALSE
rockweed,TRUE,TRUE
rockwood,TRUE,TRUE
rockwork,TRUE,TRUE
rocky,TRUE,TRUE
rocoa,FALSE,FALSE
rococo,TRUE,TRUE
rod,TRUE,TRUE
roddy,TRUE,TRUE
rode,TRUE,TRUE
rodent,TRUE,TRUE
rodentia,TRUE,TRUE
rodeo,TRUE,TRUE
rodge,FALSE,TRUE
rodomel,FALSE,FALSE
rodomont,TRUE,TRUE
rodomontade,TRUE,TRUE
rodomontadist,FALSE,FALSE
rodomontado,FALSE,FALSE
rodomontador,FALSE,FALSE
rodsman,TRUE,TRUE
rody,TRUE,TRUE
roe,TRUE,TRUE
roebuck,TRUE,TRUE
roed,TRUE,TRUE
roedeer,TRUE,TRUE
roe_richard,FALSE,FALSE
roestone,TRUE,TRUE
rogation,TRUE,TRUE
rogatory,FALSE,TRUE
roger,TRUE,TRUE
rogue,TRUE,TRUE
roguery,TRUE,TRUE
rogueship,FALSE,FALSE
roguish,TRUE,TRUE
roguy,FALSE,FALSE
rohob,FALSE,TRUE
roial,FALSE,FALSE
roil,TRUE,TRUE
roily,TRUE,TRUE
roin,TRUE,TRUE
roinish,TRUE,TRUE
roint,FALSE,FALSE
roist,FALSE,TRUE
roister,TRUE,TRUE
roisterer,TRUE,TRUE
roisterly,FALSE,FALSE
rokambole,FALSE,FALSE
roke,TRUE,TRUE
rokeage,FALSE,FALSE
rokee,TRUE,TRUE
rokelay,FALSE,FALSE
roky,FALSE,TRUE
role,TRUE,TRUE
roll,TRUE,TRUE
rollable,FALSE,TRUE
roller,TRUE,TRUE
roller_bearing,FALSE,TRUE
roller_coaster,TRUE,TRUE
rolley,FALSE,TRUE
rollic,FALSE,FALSE
rolliche,FALSE,FALSE
rollejee,FALSE,FALSE
rollichie,FALSE,FALSE
rolling,TRUE,TRUE
rolling_pin,TRUE,TRUE
rollway,FALSE,FALSE
rolly_poly,FALSE,FALSE
rolly_pooly,FALSE,FALSE
roly_poly,TRUE,TRUE
romage,TRUE,TRUE
romaic,TRUE,TRUE
romajikai,FALSE,FALSE
roman,TRUE,TRUE
roman_calendar,TRUE,TRUE
romance,TRUE,TRUE
romancer,TRUE,TRUE
romancist,TRUE,TRUE
romancy,FALSE,TRUE
romanesque,TRUE,TRUE
romanic,TRUE,TRUE
romanish,TRUE,TRUE
romanism,TRUE,TRUE
romanist,TRUE,TRUE
romanize,TRUE,TRUE
romanizer,FALSE,FALSE
romansch,TRUE,TRUE
romant,FALSE,FALSE
romantic,TRUE,TRUE
romantical,TRUE,TRUE
romanticaly,FALSE,FALSE
romanticism,TRUE,TRUE
romanticist,TRUE,TRUE
romanticly,FALSE,FALSE
romanticness,TRUE,TRUE
romany,TRUE,TRUE
romanza,TRUE,TRUE
romaunt,TRUE,TRUE
romble,FALSE,FALSE
rombowline,FALSE,FALSE
romeine,FALSE,FALSE
romeite,FALSE,FALSE
romekin,FALSE,FALSE
rome_penny,FALSE,FALSE
rome_scot,FALSE,FALSE
romeward,TRUE,TRUE
romic,FALSE,FALSE
romish,TRUE,TRUE
romist,FALSE,FALSE
romp,TRUE,TRUE
romping,TRUE,TRUE
rompingly,FALSE,FALSE
rompish,TRUE,TRUE
rompu,TRUE,TRUE
roncador,TRUE,TRUE
ronchil,FALSE,FALSE
ronco,TRUE,TRUE
rondache,FALSE,FALSE
ronde,TRUE,TRUE
rondeau,TRUE,TRUE
rondel,FALSE,TRUE
rondeletia,FALSE,FALSE
rondle,FALSE,FALSE
rondo,TRUE,TRUE
rondure,TRUE,TRUE
rong,TRUE,TRUE
rongeur,FALSE,FALSE
ronin,TRUE,TRUE
ronion,FALSE,FALSE
ronyon,FALSE,FALSE
ronne,TRUE,TRUE
ronnen,FALSE,TRUE
ront,TRUE,TRUE
rontgen,TRUE,TRUE
rontgenize,FALSE,FALSE
rontgen_ray,TRUE,TRUE
rood,TRUE,TRUE
roodebok,FALSE,FALSE
roody,TRUE,TRUE
roof,TRUE,TRUE
roofer,FALSE,TRUE
roofing,TRUE,TRUE
roofless,TRUE,TRUE
rooflet,FALSE,FALSE
rooftree,TRUE,TRUE
roofy,TRUE,TRUE
rook,TRUE,TRUE
rookery,TRUE,TRUE
rooky,TRUE,TRUE
room,TRUE,TRUE
roomage,FALSE,FALSE
roomer,TRUE,TRUE
roomful,TRUE,TRUE
roomily,FALSE,FALSE
roominess,TRUE,TRUE
roomless,FALSE,TRUE
roommate,TRUE,TRUE
roomsome,FALSE,FALSE
roomth,FALSE,FALSE
roomthy,FALSE,FALSE
roomy,TRUE,TRUE
roon,TRUE,TRUE
roop,FALSE,TRUE
roorback,TRUE,TRUE
roorbach,FALSE,TRUE
roosa_oil,FALSE,FALSE
roost,TRUE,TRUE
roostcock,FALSE,FALSE
rooster,TRUE,TRUE
root,TRUE,TRUE
rootcap,FALSE,FALSE
rooted,TRUE,TRUE
rooter,TRUE,TRUE
rootery,FALSE,FALSE
rootless,TRUE,TRUE
rootlet,TRUE,TRUE
rootstock,TRUE,TRUE
rooty,TRUE,TRUE
ropalic,FALSE,FALSE
rope,TRUE,TRUE
ropeband,FALSE,FALSE
ropedancer,TRUE,TRUE
roper,TRUE,TRUE
ropery,FALSE,FALSE
rope_s_end,TRUE,TRUE
ropewalk,TRUE,TRUE
ropewalker,TRUE,TRUE
rope_yarn,TRUE,TRUE
ropily,FALSE,FALSE
ropiness,TRUE,TRUE
ropish,FALSE,FALSE
ropy,TRUE,TRUE
roque,TRUE,TRUE
roquefort_cheese,TRUE,TRUE
roquefort,TRUE,TRUE
roquelaure,TRUE,TRUE
roquet,FALSE,TRUE
roral,TRUE,TRUE
roration,FALSE,FALSE
roric,FALSE,FALSE
rorid,FALSE,FALSE
roriferous,FALSE,FALSE
rorifluent,FALSE,FALSE
rorqual,TRUE,TRUE
rorulent,FALSE,FALSE
rory,TRUE,TRUE
rosaceous,TRUE,TRUE
rosacic,FALSE,FALSE
rosalgar,FALSE,FALSE
rosalia,TRUE,TRUE
rosaniline,FALSE,FALSE
rosarian,FALSE,TRUE
rosary,TRUE,TRUE
roscid,FALSE,FALSE
roscoelite,FALSE,FALSE
rose,TRUE,TRUE
roseal,FALSE,FALSE
roseate,TRUE,TRUE
rosebay,FALSE,TRUE
rosebud,TRUE,TRUE
rosebush,TRUE,TRUE
rose_colored,TRUE,TRUE
rose_cut,TRUE,TRUE
rosedrop,FALSE,FALSE
rosefinch,FALSE,FALSE
rosefish,FALSE,FALSE
rosehead,FALSE,FALSE
roseine,FALSE,FALSE
roselite,FALSE,FALSE
rosella,FALSE,TRUE
roselle,TRUE,TRUE
rosemaloes,FALSE,FALSE
rosemary,TRUE,TRUE
rosen,TRUE,TRUE
rosenmuller_s_organ,FALSE,FALSE
rosenmueller_s_organ,FALSE,FALSE
